qid,file,body_system,question_type,medical_task,format,mode,width,height,area_px,aspect,filesize,is_gray,md5,phash
MM-868,MM-868-b.jpeg,Reproductive,Reasoning,Diagnosis,JPEG,RGB,341,244,83204,1.3975,12258,True,b780f9f32c38b049d75b436f7e600f70,96df6d8232396a34
MM-869,MM-869-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1175,1762500,1.2766,1135408,False,cb4713329e16f545b3f86a1521a2813d,916d5a7c0e1e69e8
MM-870,MM-870-a.jpeg,Nervous,Reasoning,Treatment,JPEG,RGB,918,523,480114,1.7553,188602,False,ce02617aa669502985dd4b400cee5f8c,ca5b93c6e5b1c0b1
MM-871,MM-871-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1125,1687500,1.3333,612148,False,cfef5c2f8ce50d0c15ad2518c752408d,97c63c2c739c8c33
MM-872,MM-872-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,660,326,215160,2.0245,41679,True,b89c1deefad88c036280166580d364c1,806cd3cbd1a857ab
MM-873,MM-873-a.jpeg,Skeletal,Reasoning,Diagnosis,PNG,RGBA,374,406,151844,0.9212,91531,True,3d6d0a03cfa01efcea1759f468551fe1,9769b711189d4cb6
MM-874,MM-874-a.jpeg,Digestive,Understanding,Basic Science,JPEG,RGB,450,338,152100,1.3314,71753,False,236cef5478bb346429e6661933e2fb15,aa2ab5959a92d4d6
MM-874,MM-874-b.jpeg,Digestive,Understanding,Basic Science,JPEG,RGB,450,338,152100,1.3314,63665,False,7dc874cba66bac3e476f3bf2e74799a6,8e74914f34c3ad5c
MM-875,MM-875-a.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,600,450,270000,1.3333,17246,True,1c2bddf6d590e56abbcec259bcd30b63,cb664dcc33ce8c31
MM-875,MM-875-b.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,600,450,270000,1.3333,13142,True,89389d3754c254cc694b998c4e3d883c,98996d67939266c9
MM-875,MM-875-c.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,400,400,160000,1.0,56168,True,29ce61cb41343d3f2f87a89281cf75b4,d29629cd37f20f88
MM-875,MM-875-d.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,402,402,161604,1.0,57820,True,354f59db5bd34d655557f9e0aebc411e,c6646936c9d36c36
MM-875,MM-875-e.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,470,255,119850,1.8431,167578,True,5152a58b34e9b01e969c46badbe8c38a,b339781c6ba43e70
MM-876,MM-876-a.jpeg,Reproductive,Reasoning,Diagnosis,JPEG,RGB,480,358,171840,1.3408,33431,False,4baebde894619b21349b7c6e1dc9f175,982b65ccb7699474
MM-877,MM-877-a.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,393,160,62880,2.4562,14648,True,7e7b6f13326ff5f09a8f20e94f946ed3,c47fbb83e400bb83
MM-878,MM-878-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,512,448,229376,1.1429,37272,False,71e93bcf0a6a7720a0b61aa65211fdf7,ab4bd4f4d3336290
MM-879,MM-879-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,450,246,110700,1.8293,52142,True,944afc3b1929985a12601155ab37fb8b,807e75557e8055d5
MM-880,MM-880-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,836,1024,856064,0.8164,58505,True,05ed944395b0e205ef13af718a336c14,d0c4e0ce959f925e
MM-881,MM-881-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,759,691,524469,1.0984,51666,True,dc73b3e3364acffe9991c99613bcdda0,cf0ed8a54b720cd9
MM-882,MM-882-a.jpeg,Muscular,Understanding,Basic Science,JPEG,RGB,1280,1024,1310720,1.25,191915,False,15d72b8d8800646b6a4dc172259d6eeb,d0e00b8f6dcf268e
MM-883,MM-883-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,424,283,119992,1.4982,56702,False,35e08c815fcf10c8c4be92aeac04d52e,e4049bb26d9d729a
MM-884,MM-884-a.jpeg,Nervous,Reasoning,Basic Science,JPEG,RGB,304,304,92416,1.0,10622,True,1821c3412ddd3a0d651f148034bf529e,9ccc63712416f35b
MM-884,MM-884-b.png,Nervous,Reasoning,Basic Science,PNG,P,396,132,52272,3.0,12113,False,b4b07c829d3529bd1602aa2843ccc12f,cbccb2134535c597
MM-885,MM-885-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,1500,1836,2754000,0.817,470907,True,e52899035a8c7901b9bcd3181cdac109,c17117ae6c695a3c
MM-886,MM-886-a.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,227,382,86714,0.5942,17465,True,ae9e0d6edb351ae181ba81d619b3dfe5,df93d00679e9033c
MM-887,MM-887-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,603,299,180297,2.0167,189708,True,325d6312a25c4c41109e01c0af66b343,91859b81e34a7f87
MM-887,MM-887-b.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,346,450,155700,0.7689,332750,False,27abdb517d0189b651122fcbd2e315e7,8cb93774665b5322
MM-887,MM-887-c.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,334,372,124248,0.8978,122872,True,85dcdde7cf7236ad192c89d27dfd58cd,821d2de6c42e7be1
MM-887,MM-887-d.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,298,345,102810,0.8638,103060,True,c55ed371e9a538aeb4a9d99dba7c69b4,eb99aca66633198c
MM-887,MM-887-e.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,391,374,146234,1.0455,180351,True,446624aa2f173d0795936a6aca56d40c,99e2596966a652d6
MM-888,MM-888-a.jpeg,Muscular,Understanding,Diagnosis,JPEG,RGB,1000,1000,1000000,1.0,53419,True,7a6b6ab452779abb397701dff0ee2313,c7c74f9f38383130
MM-889,MM-889-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,1500,1190,1785000,1.2605,908118,False,de09e3fa2b53d145874ff46aa99c83c1,9a6e6071e7b18791
MM-890,MM-890-a.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,313,450,140850,0.6956,158756,True,0797c05326521bd9df2c507a873319f1,80073ff4e2eaeaa8
MM-890,MM-890-b.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,313,450,140850,0.6956,153656,True,dba6399f3310bc4232917fb2d23dd541,80072df4eaeafaa8
MM-890,MM-890-c.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,313,450,140850,0.6956,152796,True,0a75c66d87fe0d66fd99e7aa36e2f708,80073ff4e2e8eaaa
MM-890,MM-890-d.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,313,450,140850,0.6956,152578,True,500580b98985cb17b364fe0fd75a6ff5,80072ff4eaeaeaa8
MM-890,MM-890-e.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,313,450,140850,0.6956,163260,True,7059da35997b3c542c37cd3f8ce0441d,80073df4e8faeaa8
MM-891,MM-891-a.jpeg,Cardiovascular,Understanding,Basic Science,JPEG,RGB,1600,1600,2560000,1.0,604835,True,902f35cb012d6363acd7a936a0d009fc,d978c61bd04f1a59
MM-892,MM-892-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,806,602,485212,1.3389,57195,True,57538a82cea7e14a48121b23ffde1d47,e0e3e971ebf02c0a
MM-892,MM-892-b.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,858,552,473616,1.5543,93666,True,0db49fbb3bbdb513c55047b3724f11b6,a48e5b53cae01d5b
MM-893,MM-893-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,591,1000,591000,0.591,66900,True,bccaac32c2c5dd16a1c5bfda7366bd5a,c0683626a7967b75
MM-893,MM-893-b.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,1506,1000,1506000,1.506,263594,False,c666c20682b80c416ad9b9ea0a78708d,c0e1239c07ab5d5f
MM-894,MM-894-a.jpeg,Skeletal,Reasoning,Basic Science,PNG,RGBA,373,450,167850,0.8289,101621,True,e69ca7a97580074e833b3929e8bb004e,994d3663246eb3c3
MM-895,MM-895-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,760,362,275120,2.0994,67062,True,fa419e998c1e2c8a6ad84e7ff517c88b,c1edd478da968b11
MM-896,MM-896-a.jpeg,Cardiovascular,Understanding,Basic Science,JPEG,L,625,435,271875,1.4368,33736,True,890e6f19fe004d960b73b0e1d9843b94,996fc60ec71ac31a
MM-897,MM-897-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,550,412,226600,1.335,31581,True,ee5abe4886af5f001d7cc82f796ec44a,bd67c937b10a9125
MM-898,MM-898-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,305,600,183000,0.5083,94086,True,5698c219463c31c292e46222eee0d24e,bf53606449a70ecd
MM-899,MM-899-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,358,450,161100,0.7956,20164,True,84b06f669f299dbad28c056662b42555,9a9e61e39c71e238
MM-900,MM-900-a.jpeg,Lymphatic,Reasoning,Diagnosis,JPEG,RGB,1500,1946,2919000,0.7708,1227841,False,566ac06d0a9fc3aeaf68e64f4e6787c3,fe7a25e165e08686
MM-901,MM-901-a.jpeg,Respiratory,Reasoning,Treatment,JPEG,RGB,1024,854,874496,1.1991,69171,True,fad76562ce56d4437436167d747f286e,8d0d960f4d1d4d4f
MM-902,MM-902-a.jpeg,Lymphatic,Understanding,Diagnosis,JPEG,RGB,1500,1318,1977000,1.1381,1755574,False,9c44c66ed2d020e096d5bc7ad8981266,bcbcc0532b6d744a
MM-903,MM-903-a.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,320,214,68480,1.4953,10100,False,db0e0b6c1bbc96eb14cf6f5c81f19cbc,d4073c330cf15f1e
MM-904,MM-904-a.jpeg,Integumentary,Reasoning,Diagnosis,JPEG,RGB,1500,1396,2094000,1.0745,1154956,False,8ab1bd0a682de298b7cacb7cb7ce28b1,af36b0e0c38363a7
MM-905,MM-905-a.jpeg,Skeletal,Understanding,Basic Science,PNG,RGBA,322,441,142002,0.7302,162504,True,aa66abbdd1312545eaf1b5ee2a3bf04e,bfb581d2c2cb144e
MM-905,MM-905-b.jpeg,Skeletal,Understanding,Basic Science,PNG,RGBA,192,215,41280,0.893,90817,False,63399f4a12f35f9b693fa519e187b8fa,db3974076715e119
MM-906,MM-906-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1200,599,718800,2.0033,225660,False,aae319fa5f2009433ad0458a570f14a5,8cf95678c75e08c6
MM-907,MM-907-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,234,450,105300,0.52,9462,True,144969a93b0b8fb2764542d542e6d8ff,cb923e3cc3d3903c
MM-907,MM-907-b.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,302,450,135900,0.6711,11954,True,b46b2f70d1f0ab9438595054131eb2be,99b4694bccb4996a
MM-908,MM-908-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,365,399,145635,0.9148,32466,True,1a263b3b675713ee0e09ca5ea006cea9,913d4b1a3eb06b71
MM-909,MM-909-a.jpeg,Nervous,Reasoning,Basic Science,JPEG,RGB,996,999,995004,0.997,54962,True,0190b1d0ce674edb652ac92c7b3c3437,87c87e9e6099f1c1
MM-910,MM-910-a.jpeg,Cardiovascular,Understanding,Diagnosis,JPEG,RGB,1500,2258,3387000,0.6643,682849,False,d6baafd5d03ed369f4dd0904f399ef0d,d208bf0f38740be7
MM-911,MM-911-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,500,448,224000,1.1161,38504,True,169c1f5aaed14312e929cbdaf29bf800,d16e16957fd81846
MM-912,MM-912-a.jpeg,Endocrine,Reasoning,Basic Science,PNG,RGBA,656,450,295200,1.4578,880949,False,6ebe5f091c52f7ae9b06be26b9f90d37,d7fd0adf80c80587
MM-913,MM-913-a.jpeg,Integumentary,Reasoning,Treatment,JPEG,RGB,450,435,195750,1.0345,57778,False,cddc1e3fbbb7dedec5a5dc81f593bac3,d05225252f2abf3e
MM-914,MM-914-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,507,507,257049,1.0,40635,True,225d59c7ca6f4c4fb1b67a33ff062a3f,c4033b3572ca2db7
MM-914,MM-914-b.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,501,501,251001,1.0,38228,True,85200e5e3d62570830ac50018e89b85f,c0633f9ce8c3946b
MM-915,MM-915-a.jpeg,Nervous,Understanding,Diagnosis,JPEG,RGB,1500,1124,1686000,1.3345,1420389,False,2f259ca66e8f1a6c3cb8612b8920117f,817fd8a57592234b
MM-916,MM-916-a.jpeg,Nervous,Understanding,Basic Science,JPEG,RGB,510,592,301920,0.8615,71358,True,4717e7e2705ccd37d01459838632de8c,956a4f743a4a9cf0
MM-917,MM-917-a.jpeg,Nervous,Understanding,Diagnosis,JPEG,RGB,1500,1144,1716000,1.3112,348001,False,e00c829327e8863c523d10680c54ebbd,aeb3b10ec364c47c
MM-918,MM-918-a.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,1500,1310,1965000,1.145,634413,False,0dd166830da08d2257c08ea591de240c,dbb124cf8b3cb032
MM-919,MM-919-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1600,843,1348800,1.898,481215,False,c55637d9f09732cf7a6772ffbf09d2c3,aae5e45a383d454d
MM-920,MM-920-a.jpeg,Nervous,Reasoning,Diagnosis,JPEG,RGB,826,294,242844,2.8095,38199,False,99655af408cccaaa1e757ce64aaf133b,99c4b64fc1b1d236
MM-921,MM-921-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,414,320,132480,1.2937,22646,False,7e425c2cf19cf3fd3f7ffd822860dc9f,970b768b5b8648ad
MM-921,MM-921-b.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,400,316,126400,1.2658,14622,False,189311dc5e921b2e35272445bc83def4,8475555b466fd590
MM-921,MM-921-c.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1200,800,960000,1.5,379206,False,0291af9b171f6e6ba8d919641deb2b7e,c1354216cfc3e9ec
MM-921,MM-921-d.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,474,474,224676,1.0,37885,False,192ef60cbc85abbb438c28881e2216dd,dc0746631732e799
MM-921,MM-921-e.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,500,360,180000,1.3889,56244,False,59c1606ee56d8fb33a799511fdd1821e,c3a659ce55b52961
MM-921,MM-921-f.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,817,1024,836608,0.7979,41715,True,f38ca067757d66f893d916dd9b428f82,cdd3e4e398b0b1b0
MM-922,MM-922-a.jpeg,Cardiovascular,Reasoning,Treatment,JPEG,RGB,1600,842,1347200,1.9002,297527,True,17c5a52e002ef83514567025b608e5a0,e9ed9c7a5a270704
MM-923,MM-923-a.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,1500,1039,1558500,1.4437,705647,True,cbcb3882f139d31c5b4bc11f00051d94,d2923d6dd2b0c369
MM-924,MM-924-a.jpeg,Endocrine,Reasoning,Diagnosis,JPEG,RGB,481,718,345358,0.6699,53951,False,c5c07cca811aa99f8b325f744dab23a0,d5288e974b0f2733
MM-925,MM-925-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1024,1024,1048576,1.0,91415,True,e98964ad9789ff82f969337c2e2c554d,cb2c6d07e7616d44
MM-926,MM-926-a.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,1500,1559,2338500,0.9622,1290208,False,b32e961904942719f7c1cd598bd52a89,cabd2c50d1898fcd
MM-927,MM-927-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,450,338,152100,1.3314,23967,False,e8365a0d4f8ff76f1b1fd1014530ad05,ad72c0e69b2ccc65
MM-928,MM-928-a.jpeg,Muscular,Reasoning,Basic Science,JPEG,RGB,331,254,84074,1.3031,13445,False,81f551966c5b172e485c0548775104b0,eae8d454c2ab8e47
MM-929,MM-929-a.jpeg,Respiratory,Reasoning,Basic Science,JPEG,RGB,315,105,33075,3.0,9078,True,fcb36359ff1201094df8cd9456d18177,9a454164ccbb65bb
MM-930,MM-930-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,1500,1397,2095500,1.0737,537660,True,0bbbb080e6a36a80d95023c6fff1d116,bc6dc516c3459e43
MM-931,MM-931-a.jpeg,Respiratory,Reasoning,Treatment,JPEG,RGB,1024,1024,1048576,1.0,99325,True,a43352b5cd4755682c0b3d463f681629,d929c61f970e1b07
MM-932,MM-932-a.jpeg,Integumentary,Understanding,Treatment,JPEG,RGB,800,832,665600,0.9615,69881,False,e328fd20179047278e8153c8c34c0e2d,fe81f4a3d685a095
MM-933,MM-933-a.jpeg,Lymphatic,Understanding,Diagnosis,JPEG,RGB,975,555,541125,1.7568,66164,False,359039d3508aee4468b60fe6907d2364,c31e79e1053f70c3
MM-934,MM-934-a.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,332,448,148736,0.7411,292415,False,667092d4e287f7dd2550eae0849e329b,87cb3f917846b807
MM-934,MM-934-b.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,600,450,270000,1.3333,299202,True,b164a3ccefd52a312093479bd6ef77e0,8ccc6c3093576be9
MM-934,MM-934-c.jpeg,Skeletal,Understanding,Diagnosis,PNG,RGBA,392,450,176400,0.8711,143469,True,a505cbbd7d8d621d21f4ba14fb24ea5e,953f2ff862626948
MM-935,MM-935-a.jpeg,Respiratory,Reasoning,Treatment,JPEG,L,1095,999,1093905,1.0961,83197,True,2faeb47488d0743e35302688fe8d1570,817e074b5e6a6c6a
MM-936,MM-936-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,L,1283,1000,1283000,1.283,67956,True,86b366ef965f7f4c22d4e2ad2606f119,923cec3cc74ec2c6
MM-936,MM-936-b.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1600,849,1358400,1.8846,500945,False,787fbc22c69a8f70329c3fcf1f820fb3,aa4eca159317997a
MM-937,MM-937-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,1500,1230,1845000,1.2195,112355,True,bbafc5a8f9f604266a45ef0fd9ab977b,b869c51e803f7a4b
MM-938,MM-938-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,583,874500,2.5729,437987,False,994aa08a74bf60fe3eeb47807de48180,d8b4f8de1e0cbc0c
MM-939,MM-939-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,1024,971,994304,1.0546,71307,True,3d15994d29b9b6fc353f53e9e9fa2ed5,c52e12195c4f7d5c
MM-940,MM-940-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,2797,4195500,0.5363,624873,False,facb90eb87d1a35d52251bd5e2ac2dcd,d596295600df375a
MM-941,MM-941-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,399,450,179550,0.8867,17688,True,4df30bd609704847ceb1c2208570ce6c,95ec1f394a98b4a5
MM-941,MM-941-b.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,560,466,260960,1.2017,27999,True,4e3f5079856e156d6b3c30ed83129ccf,c0362fd83c2fc3a6
MM-942,MM-942-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,616,462,284592,1.3333,73363,False,fb048a8f2e0e7b3bcdfd4076151b96bf,fe8aada22b349c0e
MM-943,MM-943-a.jpeg,Lymphatic,Reasoning,Treatment,JPEG,RGB,296,349,103304,0.8481,15970,False,d08323a9e8a43e7bcf83b517742049b2,bf18e0e6c4317336
MM-944,MM-944-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1500,1213,1819500,1.2366,538316,True,03dc75f6f06e9901e85d6293737f84aa,c4dc6a8f20a79d66
MM-945,MM-945-a.jpeg,Cardiovascular,Understanding,Diagnosis,JPEG,RGB,1500,715,1072500,2.0979,213865,False,2109596193c65aeaf7fb00b8f3c34840,82be3fe018dd5e88
MM-946,MM-946-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,1024,878,899072,1.1663,81875,True,160d6d992125cded64cff16da33501e5,d06f249692d3d393
MM-947,MM-947-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,778,460,357880,1.6913,505607,False,89418d343d715969378a00443635c2cd,9fb844cb94a9d6a1
MM-948,MM-948-a.jpeg,Skeletal,Understanding,Basic Science,JPEG,RGB,1024,768,786432,1.3333,253650,False,40b8b9caa6457c5ba6537fa0618e5f9d,85ca6aad95346a3b
MM-949,MM-949-a.jpeg,Digestive,Reasoning,Diagnosis,JPEG,RGB,384,476,182784,0.8067,9748,True,30be87efcfd6437a2d2ae509029a225c,81c17586d58f72d9
MM-950,MM-950-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,1037,999,1035963,1.038,41054,True,05519e78dfa1eb7d75d497c5ddb552de,e6ce9a338931cd4c
MM-951,MM-951-a.jpeg,Skeletal,Understanding,Diagnosis,JPEG,RGB,1500,1099,1648500,1.3649,450036,True,7db2227fa392b7582918bd7f1f035736,d40a0f703ddb4e8d
MM-952,MM-952-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,555,832500,2.7027,848035,False,ab2c7e2fbe0680df4e060e34b52d3b43,99540ee737ec4954
MM-953,MM-953-a.jpeg,Integumentary,Understanding,Diagnosis,JPEG,RGB,1500,1132,1698000,1.3251,1158200,False,cef7ecee45db0e8ee521b9bbb7dd1ea8,cfb561d4610373c9
MM-954,MM-954-a.jpeg,Nervous,Reasoning,Basic Science,JPEG,RGB,450,191,85950,2.356,42876,False,c1497b7eed10a5457f7ee6213386cb7a,80721ad57f55dd82
MM-955,MM-955-a.jpeg,Reproductive,Reasoning,Diagnosis,JPEG,RGB,1500,1008,1512000,1.4881,923947,False,d40ed3896142267f9363ca91cbda40e9,d03907c67b4c3799
MM-956,MM-956-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,421,450,189450,0.9356,311017,False,06db6119bfa8b3a5e962841b0ac250de,8673388e8f1cb4f2
MM-956,MM-956-b.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,656,450,295200,1.4578,483841,False,4e16c9d2111490337720c5049f53d59b,95b52ac60de91967
MM-957,MM-957-a.jpeg,Skeletal,Reasoning,Basic Science,JPEG,RGB,353,450,158850,0.7844,11702,True,7327a068264c67156589b423e114de9d,8a64d369e338e39a
MM-958,MM-958-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,1600,1099,1758400,1.4559,679384,False,64c85f4654c5ebd69264951e5e635754,9187269b9f7218e9
MM-959,MM-959-a.jpeg,Lymphatic,Understanding,Diagnosis,JPEG,RGB,1500,1288,1932000,1.1646,788588,False,597bfa8e651c61b001bc375b01d8cda3,bab909087fe8316e
MM-960,MM-960-a.jpeg,Cardiovascular,Reasoning,Diagnosis,JPEG,RGB,835,207,172845,4.0338,98462,False,43d0b4f3f1e412262b31a23fd3a7c97e,ead2a6a259cda722
MM-961,MM-961-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,340,450,153000,0.7556,151872,True,023f0852e1aaeb32680bf6159b5ba166,dbec6c33b3990c0c
MM-962,MM-962-a.jpeg,Nervous,Reasoning,Basic Science,JPEG,RGB,1280,800,1024000,1.6,54363,True,93ed92614320debf74ee6ed90d8f5d44,f1244e5a1f6e0f85
MM-962,MM-962-b.jpeg,Nervous,Reasoning,Basic Science,JPEG,RGB,1280,800,1024000,1.6,59875,True,83158f37b892d406d09195854268f446,ae4a11af51b741b5
MM-962,MM-962-c.jpeg,Nervous,Reasoning,Basic Science,JPEG,RGB,1280,800,1024000,1.6,80080,False,fc4b94b441c9d23927f532b93bf893c3,fa4a03bc315b36b4
MM-963,MM-963-a.png,Respiratory,Reasoning,Treatment,PNG,P,1819,685,1246015,2.6555,60523,True,6bec084c2f009e19a8573e23779109fd,80a07ffd0680bfcd
MM-964,MM-964-a.jpeg,Skeletal,Reasoning,Diagnosis,JPEG,RGB,392,300,117600,1.3067,106696,True,d86ecfa469277d79fcb7ee7a72e675cd,a478d336334d6e1a
MM-965,MM-965-a.jpeg,Lymphatic,Reasoning,Basic Science,PNG,RGBA,471,450,211950,1.0467,435961,False,9bca4cc353abff5c976e4533a6ff17fa,b5214a7d3386e4d5
MM-966,MM-966-a.png,Skeletal,Reasoning,Basic Science,PNG,RGB,790,599,473210,1.3189,238683,True,2d4e646cd5977f4507d6a2b738b9bc1d,85de282768c1e6db
MM-967,MM-967-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,1030,976,1005280,1.0553,51062,True,861fba831ee0cb90e4ae6c0b49f8f672,d979c51e84463e47
MM-968,MM-968-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,479,361,172919,1.3269,44879,False,d9ec2676cbff261d6d53da48e36be856,e5f29512ddba6029
MM-969,MM-969-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,RGB,356,500,178000,0.712,45924,True,5912aada7a7b4ac92f50a984e82b25dd,98e3b81f0ca96e4d
MM-970,MM-970-a.jpeg,Respiratory,Reasoning,Diagnosis,JPEG,L,1014,1000,1014000,1.014,114077,True,7945d995ba3e5414dfaf92aa33f49e19,d83c46c31b0f4dab
MM-971,MM-971-a.jpeg,Integumentary,Reasoning,Treatment,JPEG,RGB,400,300,120000,1.3333,13317,False,c6aa2dd6b01d49c387cc8bd106c1cc57,97cea32e680fe216
MM-972,MM-972-a.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1129,634,715786,1.7808,213451,True,25f0411d753cb973b507a08393750849,c34f2f90db895c8a
MM-972,MM-972-b.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1137,638,725406,1.7821,266583,True,588b64742c41b5a61b53ae5ccfbe5d8c,8c4f6993d3ca9989
MM-972,MM-972-c.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1135,632,717320,1.7959,267528,True,4fbb61fe6a69686a9d19f33c9dd15ee9,c048b7d3c98dde8a
MM-972,MM-972-d.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1135,633,718455,1.793,163098,True,e36ae2b74acef7fe993d0d7b618a881c,c16398994e97cbc9
MM-972,MM-972-e.jpeg,Skeletal,Reasoning,Treatment,JPEG,RGB,1133,633,717189,1.7899,137134,True,e6639c1364beddeee4a4aac3c63705a1,c0639dc88f9bc98d
MM-973,MM-973-a.jpeg,Muscular,Reasoning,Diagnosis,JPEG,RGB,1159,1125,1303875,1.0302,57298,True,3d0f23d06e74df64e66812a9d54f7298,8fa8898595959797
MM-973,MM-973-b.jpeg,Muscular,Reasoning,Diagnosis,JPEG,RGB,1126,1125,1266750,1.0009,74264,True,f1d4a9354346b4d0429b821d53591410,cc3c8b799f9830c3
MM-974,MM-974-a.jpeg,Lymphatic,Reasoning,Diagnosis,JPEG,RGB,260,194,50440,1.3402,6607,False,849da20de07d17de46dc668002fdccf5,8222e32d58da3b7b
MM-975,MM-975-a.jpeg,Skeletal,Reasoning,Treatment,PNG,RGBA,448,305,136640,1.4689,121948,False,b86924a67be3bb3a57a61e9391eeac18,94a52ad264f8ccf9
MM-976,MM-976-a.jpeg,Digestive,Understanding,Diagnosis,JPEG,RGB,1500,2036,3054000,0.7367,1843036,False,26ce759363ebb75a47c86e4616cd0669,c37cacc12f213c9d
